state,sex,age_band,year,metric,value,source,sheet
Tasmania,Female,15-17,2023,lifetime prevalence %,18.59,disorders_raw_combined,Depression
Tasmania,Female,15-17,2023,12-month prevalence %,5.59,disorders_raw_combined,ADHD
Tasmania,Female,15-17,2023,lifetime prevalence %,9.83,disorders_raw_combined,ADHD
Tasmania,Female,15-17,2023,12-month prevalence %,4.69,disorders_raw_combined,Substance use
Tasmania,Female,15-17,2023,lifetime prevalence %,8.5,disorders_raw_combined,Substance use
Tasmania,Female,15-17,2024,12-month prevalence %,12.4,disorders_raw_combined,Anxiety
Tasmania,Female,15-17,2024,lifetime prevalence %,21.05,disorders_raw_combined,Anxiety
Tasmania,Female,15-17,2024,12-month prevalence %,12.22,disorders_raw_combined,Depression
Tasmania,Female,15-17,2024,lifetime prevalence %,21.84,disorders_raw_combined,Depression
Tasmania,Female,15-17,2024,12-month prevalence %,6.16,disorders_raw_combined,ADHD
Tasmania,Female,15-17,2024,lifetime prevalence %,10.39,disorders_raw_combined,ADHD
Tasmania,Female,15-17,2024,12-month prevalence %,4.31,disorders_raw_combined,Substance use
Tasmania,Female,15-17,2024,lifetime prevalence %,6.59,disorders_raw_combined,Substance use
Tasmania,Female,18-21,2019,12-month prevalence %,13.18,disorders_raw_combined,Anxiety
Tasmania,Female,18-21,2019,lifetime prevalence %,23.42,disorders_raw_combined,Anxiety
Tasmania,Female,18-21,2019,12-month prevalence %,11.04,disorders_raw_combined,Depression
Tasmania,Female,18-21,2019,lifetime prevalence %,18.67,disorders_raw_combined,Depression
Tasmania,Female,18-21,2019,12-month prevalence %,7.4,disorders_raw_combined,ADHD
Tasmania,Female,18-21,2019,lifetime prevalence %,11.12,disorders_raw_combined,ADHD
Tasmania,Female,18-21,2019,12-month prevalence %,5.18,disorders_raw_combined,Substance use
Tasmania,Female,18-21,2019,lifetime prevalence %,7.9,disorders_raw_combined,Substance use
Tasmania,Female,18-21,2020,12-month prevalence %,17.06,disorders_raw_combined,Anxiety
Tasmania,Female,18-21,2020,lifetime prevalence %,30.08,disorders_raw_combined,Anxiety
Tasmania,Female,18-21,2020,12-month prevalence %,10.34,disorders_raw_combined,Depression
Tasmania,Female,18-21,2020,lifetime prevalence %,18.1,disorders_raw_combined,Depression
Tasmania,Female,18-21,2020,12-month prevalence %,6.98,disorders_raw_combined,ADHD
Tasmania,Female,18-21,2020,lifetime prevalence %,11.25,disorders_raw_combined,ADHD
Tasmania,Female,18-21,2020,12-month prevalence %,4.21,disorders_raw_combined,Substance use
Tasmania,Female,18-21,2020,lifetime prevalence %,7.51,disorders_raw_combined,Substance use
Tasmania,Female,18-21,2021,12-month prevalence %,17.1,disorders_raw_combined,Anxiety
Tasmania,Female,18-21,2021,lifetime prevalence %,30.38,disorders_raw_combined,Anxiety
Tasmania,Female,18-21,2021,12-month prevalence %,11.1,disorders_raw_combined,Depression
Tasmania,Female,18-21,2021,lifetime prevalence %,19.22,disorders_raw_combined,Depression
Tasmania,Female,18-21,2021,12-month prevalence %,7.23,disorders_raw_combined,ADHD
Tasmania,Female,18-21,2021,lifetime prevalence %,11.33,disorders_raw_combined,ADHD
Tasmania,Female,18-21,2021,12-month prevalence %,4.22,disorders_raw_combined,Substance use
Tasmania,Female,18-21,2021,lifetime prevalence %,6.0,disorders_raw_combined,Substance use
Tasmania,Female,18-21,2022,12-month prevalence %,15.87,disorders_raw_combined,Anxiety
Tasmania,Female,18-21,2022,lifetime prevalence %,25.93,disorders_raw_combined,Anxiety
Tasmania,Female,18-21,2022,12-month prevalence %,11.05,disorders_raw_combined,Depression
Tasmania,Female,18-21,2022,lifetime prevalence %,19.13,disorders_raw_combined,Depression
Tasmania,Female,18-21,2022,12-month prevalence %,6.1,disorders_raw_combined,ADHD
Tasmania,Female,18-21,2022,lifetime prevalence %,9.01,disorders_raw_combined,ADHD
Tasmania,Female,18-21,2022,12-month prevalence %,4.82,disorders_raw_combined,Substance use
Tasmania,Female,18-21,2022,lifetime prevalence %,9.33,disorders_raw_combined,Substance use
Tasmania,Female,18-21,2023,12-month prevalence %,15.09,disorders_raw_combined,Anxiety
Tasmania,Female,18-21,2023,lifetime prevalence %,25.76,disorders_raw_combined,Anxiety
Tasmania,Female,18-21,2023,12-month prevalence %,10.95,disorders_raw_combined,Depression
Tasmania,Female,18-21,2023,lifetime prevalence %,19.13,disorders_raw_combined,Depression
Tasmania,Female,18-21,2023,12-month prevalence %,6.16,disorders_raw_combined,ADHD
Tasmania,Female,18-21,2023,lifetime prevalence %,9.76,disorders_raw_combined,ADHD
Tasmania,Female,18-21,2023,12-month prevalence %,4.1,disorders_raw_combined,Substance use
Tasmania,Female,18-21,2023,lifetime prevalence %,6.27,disorders_raw_combined,Substance use
Tasmania,Female,18-21,2024,12-month prevalence %,17.99,disorders_raw_combined,Anxiety
Tasmania,Female,18-21,2024,lifetime prevalence %,31.82,disorders_raw_combined,Anxiety
Tasmania,Female,18-21,2024,12-month prevalence %,12.27,disorders_raw_combined,Depression
Tasmania,Female,18-21,2024,lifetime prevalence %,19.59,disorders_raw_combined,Depression
Tasmania,Female,18-21,2024,12-month prevalence %,6.69,disorders_raw_combined,ADHD
Tasmania,Female,18-21,2024,lifetime prevalence %,12.54,disorders_raw_combined,ADHD
Tasmania,Female,18-21,2024,12-month prevalence %,4.52,disorders_raw_combined,Substance use
Tasmania,Female,18-21,2024,lifetime prevalence %,8.97,disorders_raw_combined,Substance use
Tasmania,Female,22-24,2019,12-month prevalence %,12.42,disorders_raw_combined,Anxiety
Tasmania,Female,22-24,2019,lifetime prevalence %,21.55,disorders_raw_combined,Anxiety
Tasmania,Female,22-24,2019,12-month prevalence %,8.94,disorders_raw_combined,Depression
Tasmania,Female,22-24,2019,lifetime prevalence %,16.33,disorders_raw_combined,Depression
Tasmania,Female,22-24,2019,12-month prevalence %,7.1,disorders_raw_combined,ADHD
Tasmania,Female,22-24,2019,lifetime prevalence %,12.49,disorders_raw_combined,ADHD
Tasmania,Female,22-24,2019,12-month prevalence %,3.82,disorders_raw_combined,Substance use
Tasmania,Female,22-24,2019,lifetime prevalence %,7.78,disorders_raw_combined,Substance use
Tasmania,Female,22-24,2020,12-month prevalence %,12.02,disorders_raw_combined,Anxiety
Tasmania,Female,22-24,2020,lifetime prevalence %,21.57,disorders_raw_combined,Anxiety
Tasmania,Female,22-24,2020,12-month prevalence %,8.57,disorders_raw_combined,Depression
Tasmania,Female,22-24,2020,lifetime prevalence %,14.2,disorders_raw_combined,Depression
Tasmania,Female,22-24,2020,12-month prevalence %,6.51,disorders_raw_combined,ADHD
Tasmania,Female,22-24,2020,lifetime prevalence %,11.88,disorders_raw_combined,ADHD
Tasmania,Female,22-24,2020,12-month prevalence %,3.57,disorders_raw_combined,Substance use
Tasmania,Female,22-24,2020,lifetime prevalence %,6.96,disorders_raw_combined,Substance use
Tasmania,Female,22-24,2021,12-month prevalence %,13.83,disorders_raw_combined,Anxiety
Tasmania,Female,22-24,2021,lifetime prevalence %,23.48,disorders_raw_combined,Anxiety
Tasmania,Female,22-24,2021,12-month prevalence %,9.46,disorders_raw_combined,Depression
Tasmania,Female,22-24,2021,lifetime prevalence %,16.46,disorders_raw_combined,Depression
Tasmania,Female,22-24,2021,12-month prevalence %,7.15,disorders_raw_combined,ADHD
Tasmania,Female,22-24,2021,lifetime prevalence %,12.9,disorders_raw_combined,ADHD
Tasmania,Female,22-24,2021,12-month prevalence %,3.18,disorders_raw_combined,Substance use
Tasmania,Female,22-24,2021,lifetime prevalence %,4.37,disorders_raw_combined,Substance use
Tasmania,Female,22-24,2022,12-month prevalence %,15.48,disorders_raw_combined,Anxiety
Tasmania,Female,22-24,2022,lifetime prevalence %,25.66,disorders_raw_combined,Anxiety
Tasmania,Female,22-24,2022,12-month prevalence %,11.83,disorders_raw_combined,Depression
Tasmania,Female,22-24,2022,lifetime prevalence %,19.26,disorders_raw_combined,Depression
Tasmania,Female,22-24,2022,12-month prevalence %,5.46,disorders_raw_combined,ADHD
Tasmania,Female,22-24,2022,lifetime prevalence %,10.7,disorders_raw_combined,ADHD
Tasmania,Female,22-24,2022,12-month prevalence %,3.97,disorders_raw_combined,Substance use
Tasmania,Female,22-24,2022,lifetime prevalence %,7.94,disorders_raw_combined,Substance use
Tasmania,Female,22-24,2023,12-month prevalence %,15.42,disorders_raw_combined,Anxiety
Tasmania,Female,22-24,2023,lifetime prevalence %,24.92,disorders_raw_combined,Anxiety
Tasmania,Female,22-24,2023,12-month prevalence %,9.02,disorders_raw_combined,Depression
Tasmania,Female,22-24,2023,lifetime prevalence %,14.26,disorders_raw_combined,Depression
Tasmania,Female,22-24,2023,12-month prevalence %,5.63,disorders_raw_combined,ADHD
Tasmania,Female,22-24,2023,lifetime prevalence %,8.62,disorders_raw_combined,ADHD
Tasmania,Female,22-24,2023,12-month prevalence %,3.41,disorders_raw_combined,Substance use
Tasmania,Female,22-24,2023,lifetime prevalence %,5.31,disorders_raw_combined,Substance use
Tasmania,Female,22-24,2024,12-month prevalence %,11.61,disorders_raw_combined,Anxiety
Tasmania,Female,22-24,2024,lifetime prevalence %,19.25,disorders_raw_combined,Anxiety
Tasmania,Female,22-24,2024,12-month prevalence %,11.18,disorders_raw_combined,Depression
Tasmania,Female,22-24,2024,lifetime prevalence %,19.6,disorders_raw_combined,Depression
Tasmania,Female,22-24,2024,12-month prevalence %,5.15,disorders_raw_combined,ADHD
Tasmania,Female,22-24,2024,lifetime prevalence %,8.09,disorders_raw_combined,ADHD
Tasmania,Female,22-24,2024,12-month prevalence %,3.57,disorders_raw_combined,Substance use
Tasmania,Female,22-24,2024,lifetime prevalence %,7.38,disorders_raw_combined,Substance use
Northern Territory,Male,5-11 (Primary),2019,12-month prevalence %,6.24,disorders_raw_combined,Anxiety
Northern Territory,Male,5-11 (Primary),2019,lifetime prevalence %,10.66,disorders_raw_combined,Anxiety
Northern Territory,Male,5-11 (Primary),2019,12-month prevalence %,4.31,disorders_raw_combined,Depression
Northern Territory,Male,5-11 (Primary),2019,lifetime prevalence %,5.96,disorders_raw_combined,Depression
Northern Territory,Male,5-11 (Primary),2019,12-month prevalence %,3.85,disorders_raw_combined,ADHD
Northern Territory,Male,5-11 (Primary),2019,lifetime prevalence %,6.31,disorders_raw_combined,ADHD
Northern Territory,Male,5-11 (Primary),2019,12-month prevalence %,2.71,disorders_raw_combined,Substance use
Northern Territory,Male,5-11 (Primary),2019,lifetime prevalence %,5.24,disorders_raw_combined,Substance use
Northern Territory,Male,5-11 (Primary),2020,12-month prevalence %,6.24,disorders_raw_combined,Anxiety
Northern Territory,Male,5-11 (Primary),2020,lifetime prevalence %,9.21,disorders_raw_combined,Anxiety
Northern Territory,Male,5-11 (Primary),2020,12-month prevalence %,5.44,disorders_raw_combined,Depression
Northern Territory,Male,5-11 (Primary),2020,lifetime prevalence %,8.42,disorders_raw_combined,Depression
Northern Territory,Male,5-11 (Primary),2020,12-month prevalence %,3.85,disorders_raw_combined,ADHD
Northern Territory,Male,5-11 (Primary),2020,lifetime prevalence %,6.64,disorders_raw_combined,ADHD
Northern Territory,Male,5-11 (Primary),2020,12-month prevalence %,2.44,disorders_raw_combined,Substance use
Northern Territory,Male,5-11 (Primary),2020,lifetime prevalence %,4.47,disorders_raw_combined,Substance use
Northern Territory,Male,5-11 (Primary),2021,12-month prevalence %,7.13,disorders_raw_combined,Anxiety
Northern Territory,Male,5-11 (Primary),2021,lifetime prevalence %,11.29,disorders_raw_combined,Anxiety
Northern Territory,Male,5-11 (Primary),2021,12-month prevalence %,5.61,disorders_raw_combined,Depression
Northern Territory,Male,5-11 (Primary),2021,lifetime prevalence %,9.35,disorders_raw_combined,Depression
Northern Territory,Male,5-11 (Primary),2021,12-month prevalence %,4.4,disorders_raw_combined,ADHD
Northern Territory,Male,5-11 (Primary),2021,lifetime prevalence %,8.11,disorders_raw_combined,ADHD
Northern Territory,Male,5-11 (Primary),2021,12-month prevalence %,2.55,disorders_raw_combined,Substance use
Northern Territory,Male,5-11 (Primary),2021,lifetime prevalence %,3.41,disorders_raw_combined,Substance use
Northern Territory,Male,5-11 (Primary),2022,12-month prevalence %,7.13,disorders_raw_combined,Anxiety
Northern Territory,Male,5-11 (Primary),2022,lifetime prevalence %,10.91,disorders_raw_combined,Anxiety
Northern Territory,Male,5-11 (Primary),2022,12-month prevalence %,4.48,disorders_raw_combined,Depression
Northern Territory,Male,5-11 (Primary),2022,lifetime prevalence %,6.45,disorders_raw_combined,Depression
Northern Territory,Male,5-11 (Primary),2022,12-month prevalence %,3.6,disorders_raw_combined,ADHD
Northern Territory,Male,5-11 (Primary),2022,lifetime prevalence %,7.16,disorders_raw_combined,ADHD
Northern Territory,Male,5-11 (Primary),2022,12-month prevalence %,2.7,disorders_raw_combined,Substance use
Northern Territory,Male,5-11 (Primary),2022,lifetime prevalence %,5.57,disorders_raw_combined,Substance use
Northern Territory,Male,5-11 (Primary),2023,12-month prevalence %,5.53,disorders_raw_combined,Anxiety
Northern Territory,Male,5-11 (Primary),2023,lifetime prevalence %,9.46,disorders_raw_combined,Anxiety
Northern Territory,Male,5-11 (Primary),2023,12-month prevalence %,5.06,disorders_raw_combined,Depression
Northern Territory,Male,5-11 (Primary),2023,lifetime prevalence %,9.94,disorders_raw_combined,Depression
Northern Territory,Male,5-11 (Primary),2023,12-month prevalence %,3.83,disorders_raw_combined,ADHD
Northern Territory,Male,5-11 (Primary),2023,lifetime prevalence %,6.81,disorders_raw_combined,ADHD
Northern Territory,Male,5-11 (Primary),2023,12-month prevalence %,2.28,disorders_raw_combined,Substance use
Northern Territory,Male,5-11 (Primary),2023,lifetime prevalence %,4.88,disorders_raw_combined,Substance use
Northern Territory,Male,5-11 (Primary),2024,12-month prevalence %,7.17,disorders_raw_combined,Anxiety
Northern Territory,Male,5-11 (Primary),2024,lifetime prevalence %,13.52,disorders_raw_combined,Anxiety
Northern Territory,Male,5-11 (Primary),2024,12-month prevalence %,5.55,disorders_raw_combined,Depression
Northern Territory,Male,5-11 (Primary),2024,lifetime prevalence %,8.18,disorders_raw_combined,Depression
Northern Territory,Male,5-11 (Primary),2024,12-month prevalence %,4.23,disorders_raw_combined,ADHD
Northern Territory,Male,5-11 (Primary),2024,lifetime prevalence %,7.06,disorders_raw_combined,ADHD
Northern Territory,Male,5-11 (Primary),2024,12-month prevalence %,2.76,disorders_raw_combined,Substance use
Northern Territory,Male,5-11 (Primary),2024,lifetime prevalence %,4.45,disorders_raw_combined,Substance use
Northern Territory,Male,12-14,2019,12-month prevalence %,8.09,disorders_raw_combined,Anxiety
Northern Territory,Male,12-14,2019,lifetime prevalence %,13.9,disorders_raw_combined,Anxiety
Northern Territory,Male,12-14,2019,12-month prevalence %,6.12,disorders_raw_combined,Depression
Northern Territory,Male,12-14,2019,lifetime prevalence %,9.76,disorders_raw_combined,Depression
Northern Territory,Male,12-14,2019,12-month prevalence %,6.87,disorders_raw_combined,ADHD
Northern Territory,Male,12-14,2019,lifetime prevalence %,13.14,disorders_raw_combined,ADHD
Northern Territory,Male,12-14,2019,12-month prevalence %,3.87,disorders_raw_combined,Substance use
Northern Territory,Male,12-14,2019,lifetime prevalence %,6.5,disorders_raw_combined,Substance use
Northern Territory,Male,12-14,2020,12-month prevalence %,7.77,disorders_raw_combined,Anxiety
Northern Territory,Male,12-14,2020,lifetime prevalence %,12.7,disorders_raw_combined,Anxiety
Northern Territory,Male,12-14,2020,12-month prevalence %,6.64,disorders_raw_combined,Depression
Northern Territory,Male,12-14,2020,lifetime prevalence %,11.46,disorders_raw_combined,Depression
Northern Territory,Male,12-14,2020,12-month prevalence %,5.93,disorders_raw_combined,ADHD
Northern Territory,Male,12-14,2020,lifetime prevalence %,10.67,disorders_raw_combined,ADHD
Northern Territory,Male,12-14,2020,12-month prevalence %,3.85,disorders_raw_combined,Substance use
Northern Territory,Male,12-14,2020,lifetime prevalence %,6.88,disorders_raw_combined,Substance use
Northern Territory,Male,12-14,2021,12-month prevalence %,9.96,disorders_raw_combined,Anxiety
Northern Territory,Male,12-14,2021,lifetime prevalence %,15.79,disorders_raw_combined,Anxiety
Northern Territory,Male,12-14,2021,12-month prevalence %,6.05,disorders_raw_combined,Depression
Northern Territory,Male,12-14,2021,lifetime prevalence %,9.73,disorders_raw_combined,Depression
Northern Territory,Male,12-14,2021,12-month prevalence %,6.17,disorders_raw_combined,ADHD
Northern Territory,Male,12-14,2021,lifetime prevalence %,9.1,disorders_raw_combined,ADHD
Northern Territory,Male,12-14,2021,12-month prevalence %,3.82,disorders_raw_combined,Substance use
Northern Territory,Male,12-14,2021,lifetime prevalence %,7.26,disorders_raw_combined,Substance use
Northern Territory,Male,12-14,2022,12-month prevalence %,10.58,disorders_raw_combined,Anxiety
Northern Territory,Male,12-14,2022,lifetime prevalence %,18.22,disorders_raw_combined,Anxiety
Northern Territory,Male,12-14,2022,12-month prevalence %,7.21,disorders_raw_combined,Depression
Northern Territory,Male,12-14,2022,lifetime prevalence %,11.87,disorders_raw_combined,Depression
Northern Territory,Male,12-14,2022,12-month prevalence %,6.51,disorders_raw_combined,ADHD
Northern Territory,Male,12-14,2022,lifetime prevalence %,12.13,disorders_raw_combined,ADHD
Northern Territory,Male,12-14,2022,12-month prevalence %,3.65,disorders_raw_combined,Substance use
Northern Territory,Male,12-14,2022,lifetime prevalence %,7.1,disorders_raw_combined,Substance use
Northern Territory,Male,12-14,2023,12-month prevalence %,9.32,disorders_raw_combined,Anxiety
Northern Territory,Male,12-14,2023,lifetime prevalence %,16.76,disorders_raw_combined,Anxiety
Northern Territory,Male,12-14,2023,12-month prevalence %,7.98,disorders_raw_combined,Depression
Northern Territory,Male,12-14,2023,lifetime prevalence %,14.77,disorders_raw_combined,Depression
Northern Territory,Male,12-14,2023,12-month prevalence %,6.0,disorders_raw_combined,ADHD
Northern Territory,Male,12-14,2023,lifetime prevalence %,11.5,disorders_raw_combined,ADHD
Northern Territory,Male,12-14,2023,12-month prevalence %,4.14,disorders_raw_combined,Substance use
Northern Territory,Male,12-14,2023,lifetime prevalence %,6.47,disorders_raw_combined,Substance use
Northern Territory,Male,12-14,2024,12-month prevalence %,8.38,disorders_raw_combined,Anxiety
Northern Territory,Male,12-14,2024,lifetime prevalence %,14.87,disorders_raw_combined,Anxiety
Northern Territory,Male,12-14,2024,12-month prevalence %,6.95,disorders_raw_combined,Depression
Northern Territory,Male,12-14,2024,lifetime prevalence %,12.95,disorders_raw_combined,Depression
Northern Territory,Male,12-14,2024,12-month prevalence %,4.82,disorders_raw_combined,ADHD
Northern Territory,Male,12-14,2024,lifetime prevalence %,7.24,disorders_raw_combined,ADHD
Northern Territory,Male,12-14,2024,12-month prevalence %,3.14,disorders_raw_combined,Substance use
Northern Territory,Male,12-14,2024,lifetime prevalence %,4.05,disorders_raw_combined,Substance use
Northern Territory,Male,15-17,2019,12-month prevalence %,10.45,disorders_raw_combined,Anxiety
Northern Territory,Male,15-17,2019,lifetime prevalence %,16.27,disorders_raw_combined,Anxiety
Northern Territory,Male,15-17,2019,12-month prevalence %,8.17,disorders_raw_combined,Depression
Northern Territory,Male,15-17,2019,lifetime prevalence %,12.48,disorders_raw_combined,Depression
Northern Territory,Male,15-17,2019,12-month prevalence %,7.57,disorders_raw_combined,ADHD
Northern Territory,Male,15-17,2019,lifetime prevalence %,12.88,disorders_raw_combined,ADHD
Northern Territory,Male,15-17,2019,12-month prevalence %,4.45,disorders_raw_combined,Substance use
Northern Territory,Male,15-17,2019,lifetime prevalence %,7.56,disorders_raw_combined,Substance use
Northern Territory,Male,15-17,2020,12-month prevalence %,10.75,disorders_raw_combined,Anxiety
Northern Territory,Male,15-17,2020,lifetime prevalence %,19.71,disorders_raw_combined,Anxiety
Northern Territory,Male,15-17,2020,12-month prevalence %,8.79,disorders_raw_combined,Depression
Northern Territory,Male,15-17,2020,lifetime prevalence %,15.75,disorders_raw_combined,Depression
Northern Territory,Male,15-17,2020,12-month prevalence %,7.24,disorders_raw_combined,ADHD
Northern Territory,Male,15-17,2020,lifetime prevalence %,13.75,disorders_raw_combined,ADHD
Northern Territory,Male,15-17,2020,12-month prevalence %,4.31,disorders_raw_combined,Substance use
Northern Territory,Male,15-17,2020,lifetime prevalence %,5.91,disorders_raw_combined,Substance use
Northern Territory,Male,15-17,2021,12-month prevalence %,11.83,disorders_raw_combined,Anxiety
Northern Territory,Male,15-17,2021,lifetime prevalence %,18.78,disorders_raw_combined,Anxiety
Northern Territory,Male,15-17,2021,12-month prevalence %,11.32,disorders_raw_combined,Depression
Northern Territory,Male,15-17,2021,lifetime prevalence %,20.7,disorders_raw_combined,Depression
Northern Territory,Male,15-17,2021,12-month prevalence %,7.1,disorders_raw_combined,ADHD
Northern Territory,Male,15-17,2021,lifetime prevalence %,10.73,disorders_raw_combined,ADHD
Northern Territory,Male,15-17,2021,12-month prevalence %,5.34,disorders_raw_combined,Substance use
Northern Territory,Male,15-17,2021,lifetime prevalence %,10.37,disorders_raw_combined,Substance use
Northern Territory,Male,15-17,2022,12-month prevalence %,14.63,disorders_raw_combined,Anxiety
Northern Territory,Male,15-17,2022,lifetime prevalence %,25.98,disorders_raw_combined,Anxiety
Northern Territory,Male,15-17,2022,12-month prevalence %,9.63,disorders_raw_combined,Depression
Northern Territory,Male,15-17,2022,lifetime prevalence %,15.4,disorders_raw_combined,Depression
Northern Territory,Male,15-17,2022,12-month prevalence %,7.64,disorders_raw_combined,ADHD
Northern Territory,Male,15-17,2022,lifetime prevalence %,11.97,disorders_raw_combined,ADHD
Northern Territory,Male,15-17,2022,12-month prevalence %,5.19,disorders_raw_combined,Substance use
Northern Territory,Male,15-17,2022,lifetime prevalence %,9.28,disorders_raw_combined,Substance use
Northern Territory,Male,15-17,2023,12-month prevalence %,12.4,disorders_raw_combined,Anxiety
Northern Territory,Male,15-17,2023,lifetime prevalence %,21.95,disorders_raw_combined,Anxiety
Northern Territory,Male,15-17,2023,12-month prevalence %,10.2,disorders_raw_combined,Depression
Northern Territory,Male,15-17,2023,lifetime prevalence %,16.34,disorders_raw_combined,Depression
Northern Territory,Male,15-17,2023,12-month prevalence %,7.5,disorders_raw_combined,ADHD
Northern Territory,Male,15-17,2023,lifetime prevalence %,13.34,disorders_raw_combined,ADHD
Northern Territory,Male,15-17,2023,12-month prevalence %,4.75,disorders_raw_combined,Substance use
Northern Territory,Male,15-17,2023,lifetime prevalence %,9.01,disorders_raw_combined,Substance use
Northern Territory,Male,15-17,2024,12-month prevalence %,14.72,disorders_raw_combined,Anxiety
Northern Territory,Male,15-17,2024,lifetime prevalence %,26.46,disorders_raw_combined,Anxiety
Northern Territory,Male,15-17,2024,12-month prevalence %,9.61,disorders_raw_combined,Depression
Northern Territory,Male,15-17,2024,lifetime prevalence %,16.07,disorders_raw_combined,Depression
Northern Territory,Male,15-17,2024,12-month prevalence %,7.98,disorders_raw_combined,ADHD
Northern Territory,Male,15-17,2024,lifetime prevalence %,14.07,disorders_raw_combined,ADHD
Northern Territory,Male,15-17,2024,12-month prevalence %,5.63,disorders_raw_combined,Substance use
Northern Territory,Male,15-17,2024,lifetime prevalence %,10.0,disorders_raw_combined,Substance use
Northern Territory,Male,18-21,2019,12-month prevalence %,15.08,disorders_raw_combined,Anxiety
Northern Territory,Male,18-21,2019,lifetime prevalence %,27.05,disorders_raw_combined,Anxiety
Northern Territory,Male,18-21,2019,12-month prevalence %,10.88,disorders_raw_combined,Depression
Northern Territory,Male,18-21,2019,lifetime prevalence %,19.5,disorders_raw_combined,Depression
Northern Territory,Male,18-21,2019,12-month prevalence %,8.3,disorders_raw_combined,ADHD
Northern Territory,Male,18-21,2019,lifetime prevalence %,14.0,disorders_raw_combined,ADHD
Northern Territory,Male,18-21,2019,12-month prevalence %,4.97,disorders_raw_combined,Substance use
Northern Territory,Male,18-21,2019,lifetime prevalence %,7.42,disorders_raw_combined,Substance use
Northern Territory,Male,18-21,2020,12-month prevalence %,12.38,disorders_raw_combined,Anxiety
Northern Territory,Male,18-21,2020,lifetime prevalence %,22.44,disorders_raw_combined,Anxiety
Northern Territory,Male,18-21,2020,12-month prevalence %,9.62,disorders_raw_combined,Depression
Northern Territory,Male,18-21,2020,lifetime prevalence %,15.58,disorders_raw_combined,Depression
Northern Territory,Male,18-21,2020,12-month prevalence %,9.12,disorders_raw_combined,ADHD
Northern Territory,Male,18-21,2020,lifetime prevalence %,15.86,disorders_raw_combined,ADHD
Northern Territory,Male,18-21,2020,12-month prevalence %,5.02,disorders_raw_combined,Substance use
Northern Territory,Male,18-21,2020,lifetime prevalence %,8.06,disorders_raw_combined,Substance use
Northern Territory,Male,18-21,2021,12-month prevalence %,12.02,disorders_raw_combined,Anxiety
Northern Territory,Male,18-21,2021,lifetime prevalence %,19.17,disorders_raw_combined,Anxiety
Northern Territory,Male,18-21,2021,12-month prevalence %,8.73,disorders_raw_combined,Depression
Northern Territory,Male,18-21,2021,lifetime prevalence %,14.21,disorders_raw_combined,Depression
Northern Territory,Male,18-21,2021,12-month prevalence %,8.48,disorders_raw_combined,ADHD
Northern Territory,Male,18-21,2021,lifetime prevalence %,14.39,disorders_raw_combined,ADHD
Northern Territory,Male,18-21,2021,12-month prevalence %,5.56,disorders_raw_combined,Substance use
Northern Territory,Male,18-21,2021,lifetime prevalence %,10.59,disorders_raw_combined,Substance use
Northern Territory,Male,18-21,2022,12-month prevalence %,13.8,disorders_raw_combined,Anxiety
Northern Territory,Male,18-21,2022,lifetime prevalence %,22.89,disorders_raw_combined,Anxiety
Northern Territory,Male,18-21,2022,12-month prevalence %,12.1,disorders_raw_combined,Depression
Northern Territory,Male,18-21,2022,lifetime prevalence %,19.6,disorders_raw_combined,Depression
Northern Territory,Male,18-21,2022,12-month prevalence %,8.86,disorders_raw_combined,ADHD
Northern Territory,Male,18-21,2022,lifetime prevalence %,14.15,disorders_raw_combined,ADHD
Northern Territory,Male,18-21,2022,12-month prevalence %,5.34,disorders_raw_combined,Substance use
Northern Territory,Male,18-21,2022,lifetime prevalence %,10.53,disorders_raw_combined,Substance use
Northern Territory,Male,18-21,2023,12-month prevalence %,11.84,disorders_raw_combined,Anxiety
Northern Territory,Male,18-21,2023,lifetime prevalence %,21.27,disorders_raw_combined,Anxiety
Northern Territory,Male,18-21,2023,12-month prevalence %,9.09,disorders_raw_combined,Depression
Northern Territory,Male,18-21,2023,lifetime prevalence %,16.25,disorders_raw_combined,Depression
Northern Territory,Male,18-21,2023,12-month prevalence %,8.1,disorders_raw_combined,ADHD
Northern Territory,Male,18-21,2023,lifetime prevalence %,13.8,disorders_raw_combined,ADHD
Northern Territory,Male,18-21,2023,12-month prevalence %,5.01,disorders_raw_combined,Substance use
Northern Territory,Male,18-21,2023,lifetime prevalence %,9.78,disorders_raw_combined,Substance use
Northern Territory,Male,18-21,2024,12-month prevalence %,13.67,disorders_raw_combined,Anxiety
Northern Territory,Male,18-21,2024,lifetime prevalence %,23.53,disorders_raw_combined,Anxiety
Northern Territory,Male,18-21,2024,12-month prevalence %,10.54,disorders_raw_combined,Depression
Northern Territory,Male,18-21,2024,lifetime prevalence %,17.74,disorders_raw_combined,Depression
Northern Territory,Male,18-21,2024,12-month prevalence %,7.64,disorders_raw_combined,ADHD
Northern Territory,Male,18-21,2024,lifetime prevalence %,12.47,disorders_raw_combined,ADHD
Northern Territory,Male,18-21,2024,12-month prevalence %,5.81,disorders_raw_combined,Substance use
Northern Territory,Male,18-21,2024,lifetime prevalence %,9.85,disorders_raw_combined,Substance use
Northern Territory,Male,22-24,2019,12-month prevalence %,11.4,disorders_raw_combined,Anxiety
Northern Territory,Male,22-24,2019,lifetime prevalence %,19.92,disorders_raw_combined,Anxiety
Northern Territory,Male,22-24,2019,12-month prevalence %,10.18,disorders_raw_combined,Depression
