state,sex,age_band,year,sheet,metric,value
Northern Territory,Female,12-14,2024,Depression,lifetime prevalence %,13.12
Northern Territory,Female,12-14,2024,ADHD,12-month prevalence %,4.42
Northern Territory,Female,12-14,2024,ADHD,lifetime prevalence %,8.34
Northern Territory,Female,12-14,2024,Substance use,12-month prevalence %,2.98
Northern Territory,Female,12-14,2024,Substance use,lifetime prevalence %,6.0
Northern Territory,Female,15-17,2019,Anxiety,12-month prevalence %,12.36
Northern Territory,Female,15-17,2019,Anxiety,lifetime prevalence %,20.41
Northern Territory,Female,15-17,2019,Depression,12-month prevalence %,10.89
Northern Territory,Female,15-17,2019,Depression,lifetime prevalence %,19.68
Northern Territory,Female,15-17,2019,ADHD,12-month prevalence %,5.68
Northern Territory,Female,15-17,2019,ADHD,lifetime prevalence %,11.15
Northern Territory,Female,15-17,2019,Substance use,12-month prevalence %,3.39
Northern Territory,Female,15-17,2019,Substance use,lifetime prevalence %,4.85
Northern Territory,Female,15-17,2020,Anxiety,12-month prevalence %,14.6
Northern Territory,Female,15-17,2020,Anxiety,lifetime prevalence %,24.96
Northern Territory,Female,15-17,2020,Depression,12-month prevalence %,11.02
Northern Territory,Female,15-17,2020,Depression,lifetime prevalence %,17.66
Northern Territory,Female,15-17,2020,ADHD,12-month prevalence %,7.09
Northern Territory,Female,15-17,2020,ADHD,lifetime prevalence %,12.82
Northern Territory,Female,15-17,2020,Substance use,12-month prevalence %,4.33
Northern Territory,Female,15-17,2020,Substance use,lifetime prevalence %,8.59
Northern Territory,Female,15-17,2021,Anxiety,12-month prevalence %,13.9
Northern Territory,Female,15-17,2021,Anxiety,lifetime prevalence %,23.28
Northern Territory,Female,15-17,2021,Depression,12-month prevalence %,10.14
Northern Territory,Female,15-17,2021,Depression,lifetime prevalence %,18.16
Northern Territory,Female,15-17,2021,ADHD,12-month prevalence %,5.71
Northern Territory,Female,15-17,2021,ADHD,lifetime prevalence %,10.99
Northern Territory,Female,15-17,2021,Substance use,12-month prevalence %,4.74
Northern Territory,Female,15-17,2021,Substance use,lifetime prevalence %,8.14
Northern Territory,Female,15-17,2022,Anxiety,12-month prevalence %,14.17
Northern Territory,Female,15-17,2022,Anxiety,lifetime prevalence %,23.9
Northern Territory,Female,15-17,2022,Depression,12-month prevalence %,12.31
Northern Territory,Female,15-17,2022,Depression,lifetime prevalence %,22.32
Northern Territory,Female,15-17,2022,ADHD,12-month prevalence %,5.9
Northern Territory,Female,15-17,2022,ADHD,lifetime prevalence %,10.93
Northern Territory,Female,15-17,2022,Substance use,12-month prevalence %,4.57
Northern Territory,Female,15-17,2022,Substance use,lifetime prevalence %,7.48
Northern Territory,Female,15-17,2023,Anxiety,12-month prevalence %,14.06
Northern Territory,Female,15-17,2023,Anxiety,lifetime prevalence %,22.45
Northern Territory,Female,15-17,2023,Depression,12-month prevalence %,10.12
Northern Territory,Female,15-17,2023,Depression,lifetime prevalence %,17.33
Northern Territory,Female,15-17,2023,ADHD,12-month prevalence %,6.75
Northern Territory,Female,15-17,2023,ADHD,lifetime prevalence %,12.12
Northern Territory,Female,15-17,2023,Substance use,12-month prevalence %,4.53
Northern Territory,Female,15-17,2023,Substance use,lifetime prevalence %,7.28
Northern Territory,Female,15-17,2024,Anxiety,12-month prevalence %,13.37
Northern Territory,Female,15-17,2024,Anxiety,lifetime prevalence %,21.86
Northern Territory,Female,15-17,2024,Depression,12-month prevalence %,10.8
Northern Territory,Female,15-17,2024,Depression,lifetime prevalence %,17.36
Northern Territory,Female,15-17,2024,ADHD,12-month prevalence %,6.98
Northern Territory,Female,15-17,2024,ADHD,lifetime prevalence %,10.66
Northern Territory,Female,15-17,2024,Substance use,12-month prevalence %,4.32
Northern Territory,Female,15-17,2024,Substance use,lifetime prevalence %,6.12
Northern Territory,Female,18-21,2019,Anxiety,12-month prevalence %,17.42
Northern Territory,Female,18-21,2019,Anxiety,lifetime prevalence %,30.64
Northern Territory,Female,18-21,2019,Depression,12-month prevalence %,12.42
Northern Territory,Female,18-21,2019,Depression,lifetime prevalence %,22.52
Northern Territory,Female,18-21,2019,ADHD,12-month prevalence %,6.8
Northern Territory,Female,18-21,2019,ADHD,lifetime prevalence %,11.38
Northern Territory,Female,18-21,2019,Substance use,12-month prevalence %,3.96
Northern Territory,Female,18-21,2019,Substance use,lifetime prevalence %,6.95
Northern Territory,Female,18-21,2020,Anxiety,12-month prevalence %,15.32
Northern Territory,Female,18-21,2020,Anxiety,lifetime prevalence %,27.49
Northern Territory,Female,18-21,2020,Depression,12-month prevalence %,12.32
Northern Territory,Female,18-21,2020,Depression,lifetime prevalence %,19.47
Northern Territory,Female,18-21,2020,ADHD,12-month prevalence %,6.37
Northern Territory,Female,18-21,2020,ADHD,lifetime prevalence %,11.38
Northern Territory,Female,18-21,2020,Substance use,12-month prevalence %,4.98
Northern Territory,Female,18-21,2020,Substance use,lifetime prevalence %,8.77
Northern Territory,Female,18-21,2021,Anxiety,12-month prevalence %,18.33
Northern Territory,Female,18-21,2021,Anxiety,lifetime prevalence %,32.22
Northern Territory,Female,18-21,2021,Depression,12-month prevalence %,13.06
Northern Territory,Female,18-21,2021,Depression,lifetime prevalence %,22.75
Northern Territory,Female,18-21,2021,ADHD,12-month prevalence %,6.83
Northern Territory,Female,18-21,2021,ADHD,lifetime prevalence %,10.2
Northern Territory,Female,18-21,2021,Substance use,12-month prevalence %,4.5
Northern Territory,Female,18-21,2021,Substance use,lifetime prevalence %,8.21
Northern Territory,Female,18-21,2022,Anxiety,12-month prevalence %,17.79
Northern Territory,Female,18-21,2022,Anxiety,lifetime prevalence %,30.53
Northern Territory,Female,18-21,2022,Depression,12-month prevalence %,11.69
Northern Territory,Female,18-21,2022,Depression,lifetime prevalence %,18.65
Northern Territory,Female,18-21,2022,ADHD,12-month prevalence %,7.02
Northern Territory,Female,18-21,2022,ADHD,lifetime prevalence %,13.35
Northern Territory,Female,18-21,2022,Substance use,12-month prevalence %,4.54
Northern Territory,Female,18-21,2022,Substance use,lifetime prevalence %,8.49
Northern Territory,Female,18-21,2023,Anxiety,12-month prevalence %,18.17
Northern Territory,Female,18-21,2023,Anxiety,lifetime prevalence %,30.11
Northern Territory,Female,18-21,2023,Depression,12-month prevalence %,10.94
Northern Territory,Female,18-21,2023,Depression,lifetime prevalence %,19.36
Northern Territory,Female,18-21,2023,ADHD,12-month prevalence %,5.97
Northern Territory,Female,18-21,2023,ADHD,lifetime prevalence %,9.63
Northern Territory,Female,18-21,2023,Substance use,12-month prevalence %,4.9
Northern Territory,Female,18-21,2023,Substance use,lifetime prevalence %,9.29
Northern Territory,Female,18-21,2024,Anxiety,12-month prevalence %,13.9
Northern Territory,Female,18-21,2024,Anxiety,lifetime prevalence %,22.13
Northern Territory,Female,18-21,2024,Depression,12-month prevalence %,13.94
Northern Territory,Female,18-21,2024,Depression,lifetime prevalence %,23.71
Northern Territory,Female,18-21,2024,ADHD,12-month prevalence %,7.19
Northern Territory,Female,18-21,2024,ADHD,lifetime prevalence %,12.72
Northern Territory,Female,18-21,2024,Substance use,12-month prevalence %,4.86
Northern Territory,Female,18-21,2024,Substance use,lifetime prevalence %,7.82
Northern Territory,Female,22-24,2019,Anxiety,12-month prevalence %,13.46
Northern Territory,Female,22-24,2019,Anxiety,lifetime prevalence %,23.73
Northern Territory,Female,22-24,2019,Depression,12-month prevalence %,9.66
Northern Territory,Female,22-24,2019,Depression,lifetime prevalence %,16.6
Northern Territory,Female,22-24,2019,ADHD,12-month prevalence %,5.73
Northern Territory,Female,22-24,2019,ADHD,lifetime prevalence %,11.06
Northern Territory,Female,22-24,2019,Substance use,12-month prevalence %,3.13
Northern Territory,Female,22-24,2019,Substance use,lifetime prevalence %,6.02
Northern Territory,Female,22-24,2020,Anxiety,12-month prevalence %,13.36
Northern Territory,Female,22-24,2020,Anxiety,lifetime prevalence %,23.15
Northern Territory,Female,22-24,2020,Depression,12-month prevalence %,9.1
Northern Territory,Female,22-24,2020,Depression,lifetime prevalence %,16.84
Northern Territory,Female,22-24,2020,ADHD,12-month prevalence %,6.03
Northern Territory,Female,22-24,2020,ADHD,lifetime prevalence %,10.88
Northern Territory,Female,22-24,2020,Substance use,12-month prevalence %,3.19
Northern Territory,Female,22-24,2020,Substance use,lifetime prevalence %,4.8
Northern Territory,Female,22-24,2021,Anxiety,12-month prevalence %,15.22
Northern Territory,Female,22-24,2021,Anxiety,lifetime prevalence %,24.42
Northern Territory,Female,22-24,2021,Depression,12-month prevalence %,9.6
Northern Territory,Female,22-24,2021,Depression,lifetime prevalence %,15.42
Northern Territory,Female,22-24,2021,ADHD,12-month prevalence %,5.71
Northern Territory,Female,22-24,2021,ADHD,lifetime prevalence %,10.08
Northern Territory,Female,22-24,2021,Substance use,12-month prevalence %,4.23
Northern Territory,Female,22-24,2021,Substance use,lifetime prevalence %,7.3
Northern Territory,Female,22-24,2022,Anxiety,12-month prevalence %,15.23
Northern Territory,Female,22-24,2022,Anxiety,lifetime prevalence %,26.51
Northern Territory,Female,22-24,2022,Depression,12-month prevalence %,11.71
Northern Territory,Female,22-24,2022,Depression,lifetime prevalence %,18.9
Northern Territory,Female,22-24,2022,ADHD,12-month prevalence %,6.9
Northern Territory,Female,22-24,2022,ADHD,lifetime prevalence %,12.48
Northern Territory,Female,22-24,2022,Substance use,12-month prevalence %,4.34
Northern Territory,Female,22-24,2022,Substance use,lifetime prevalence %,6.0
Northern Territory,Female,22-24,2023,Anxiety,12-month prevalence %,11.36
Northern Territory,Female,22-24,2023,Anxiety,lifetime prevalence %,17.83
Northern Territory,Female,22-24,2023,Depression,12-month prevalence %,8.31
Northern Territory,Female,22-24,2023,Depression,lifetime prevalence %,13.36
Northern Territory,Female,22-24,2023,ADHD,12-month prevalence %,6.24
Northern Territory,Female,22-24,2023,ADHD,lifetime prevalence %,10.34
Northern Territory,Female,22-24,2023,Substance use,12-month prevalence %,3.25
Northern Territory,Female,22-24,2023,Substance use,lifetime prevalence %,6.31
Northern Territory,Female,22-24,2024,Anxiety,12-month prevalence %,11.57
Northern Territory,Female,22-24,2024,Anxiety,lifetime prevalence %,21.13
Northern Territory,Female,22-24,2024,Depression,12-month prevalence %,9.43
Northern Territory,Female,22-24,2024,Depression,lifetime prevalence %,14.68
Northern Territory,Female,22-24,2024,ADHD,12-month prevalence %,5.37
Northern Territory,Female,22-24,2024,ADHD,lifetime prevalence %,7.72
Northern Territory,Female,22-24,2024,Substance use,12-month prevalence %,3.37
Northern Territory,Female,22-24,2024,Substance use,lifetime prevalence %,6.23
Australian Capital Territory,Male,5-11 (Primary),2019,Anxiety,12-month prevalence %,5.99
Australian Capital Territory,Male,5-11 (Primary),2019,Anxiety,lifetime prevalence %,8.72
Australian Capital Territory,Male,5-11 (Primary),2019,Depression,12-month prevalence %,4.52
Australian Capital Territory,Male,5-11 (Primary),2019,Depression,lifetime prevalence %,7.21
Australian Capital Territory,Male,5-11 (Primary),2019,ADHD,12-month prevalence %,3.58
Australian Capital Territory,Male,5-11 (Primary),2019,ADHD,lifetime prevalence %,6.81
Australian Capital Territory,Male,5-11 (Primary),2019,Substance use,12-month prevalence %,2.09
Australian Capital Territory,Male,5-11 (Primary),2019,Substance use,lifetime prevalence %,3.7
Australian Capital Territory,Male,5-11 (Primary),2020,Anxiety,12-month prevalence %,5.23
Australian Capital Territory,Male,5-11 (Primary),2020,Anxiety,lifetime prevalence %,8.78
Australian Capital Territory,Male,5-11 (Primary),2020,Depression,12-month prevalence %,5.27
Australian Capital Territory,Male,5-11 (Primary),2020,Depression,lifetime prevalence %,8.46
Australian Capital Territory,Male,5-11 (Primary),2020,ADHD,12-month prevalence %,3.34
Australian Capital Territory,Male,5-11 (Primary),2020,ADHD,lifetime prevalence %,5.85
Australian Capital Territory,Male,5-11 (Primary),2020,Substance use,12-month prevalence %,2.81
Australian Capital Territory,Male,5-11 (Primary),2020,Substance use,lifetime prevalence %,5.43
Australian Capital Territory,Male,5-11 (Primary),2021,Anxiety,12-month prevalence %,6.22
Australian Capital Territory,Male,5-11 (Primary),2021,Anxiety,lifetime prevalence %,10.84
Australian Capital Territory,Male,5-11 (Primary),2021,Depression,12-month prevalence %,4.54
Australian Capital Territory,Male,5-11 (Primary),2021,Depression,lifetime prevalence %,7.4
Australian Capital Territory,Male,5-11 (Primary),2021,ADHD,12-month prevalence %,4.36
Australian Capital Territory,Male,5-11 (Primary),2021,ADHD,lifetime prevalence %,8.56
Australian Capital Territory,Male,5-11 (Primary),2021,Substance use,12-month prevalence %,2.43
Australian Capital Territory,Male,5-11 (Primary),2021,Substance use,lifetime prevalence %,4.88
Australian Capital Territory,Male,5-11 (Primary),2022,Anxiety,12-month prevalence %,7.06
Australian Capital Territory,Male,5-11 (Primary),2022,Anxiety,lifetime prevalence %,12.33
Australian Capital Territory,Male,5-11 (Primary),2022,Depression,12-month prevalence %,5.53
Australian Capital Territory,Male,5-11 (Primary),2022,Depression,lifetime prevalence %,9.67
Australian Capital Territory,Male,5-11 (Primary),2022,ADHD,12-month prevalence %,3.96
Australian Capital Territory,Male,5-11 (Primary),2022,ADHD,lifetime prevalence %,7.43
Australian Capital Territory,Male,5-11 (Primary),2022,Substance use,12-month prevalence %,2.5
Australian Capital Territory,Male,5-11 (Primary),2022,Substance use,lifetime prevalence %,5.43
Australian Capital Territory,Male,5-11 (Primary),2023,Anxiety,12-month prevalence %,6.95
Australian Capital Territory,Male,5-11 (Primary),2023,Anxiety,lifetime prevalence %,11.93
Australian Capital Territory,Male,5-11 (Primary),2023,Depression,12-month prevalence %,5.15
Australian Capital Territory,Male,5-11 (Primary),2023,Depression,lifetime prevalence %,9.93
Australian Capital Territory,Male,5-11 (Primary),2023,ADHD,12-month prevalence %,3.79
Australian Capital Territory,Male,5-11 (Primary),2023,ADHD,lifetime prevalence %,5.95
Australian Capital Territory,Male,5-11 (Primary),2023,Substance use,12-month prevalence %,2.69
Australian Capital Territory,Male,5-11 (Primary),2023,Substance use,lifetime prevalence %,3.35
Australian Capital Territory,Male,5-11 (Primary),2024,Anxiety,12-month prevalence %,6.35
Australian Capital Territory,Male,5-11 (Primary),2024,Anxiety,lifetime prevalence %,9.44
Australian Capital Territory,Male,5-11 (Primary),2024,Depression,12-month prevalence %,5.16
Australian Capital Territory,Male,5-11 (Primary),2024,Depression,lifetime prevalence %,10.05
Australian Capital Territory,Male,5-11 (Primary),2024,ADHD,12-month prevalence %,4.55
Australian Capital Territory,Male,5-11 (Primary),2024,ADHD,lifetime prevalence %,7.35
Australian Capital Territory,Male,5-11 (Primary),2024,Substance use,12-month prevalence %,2.71
Australian Capital Territory,Male,5-11 (Primary),2024,Substance use,lifetime prevalence %,5.06
Australian Capital Territory,Male,12-14,2019,Anxiety,12-month prevalence %,8.52
Australian Capital Territory,Male,12-14,2019,Anxiety,lifetime prevalence %,13.16
Australian Capital Territory,Male,12-14,2019,Depression,12-month prevalence %,7.45
Australian Capital Territory,Male,12-14,2019,Depression,lifetime prevalence %,12.2
Australian Capital Territory,Male,12-14,2019,ADHD,12-month prevalence %,6.64
Australian Capital Territory,Male,12-14,2019,ADHD,lifetime prevalence %,12.59
Australian Capital Territory,Male,12-14,2019,Substance use,12-month prevalence %,3.69
Australian Capital Territory,Male,12-14,2019,Substance use,lifetime prevalence %,6.61
Australian Capital Territory,Male,12-14,2020,Anxiety,12-month prevalence %,8.19
Australian Capital Territory,Male,12-14,2020,Anxiety,lifetime prevalence %,13.43
Australian Capital Territory,Male,12-14,2020,Depression,12-month prevalence %,8.0
Australian Capital Territory,Male,12-14,2020,Depression,lifetime prevalence %,13.59
Australian Capital Territory,Male,12-14,2020,ADHD,12-month prevalence %,5.46
Australian Capital Territory,Male,12-14,2020,ADHD,lifetime prevalence %,9.37
Australian Capital Territory,Male,12-14,2020,Substance use,12-month prevalence %,3.6
Australian Capital Territory,Male,12-14,2020,Substance use,lifetime prevalence %,6.01
Australian Capital Territory,Male,12-14,2021,Anxiety,12-month prevalence %,9.33
Australian Capital Territory,Male,12-14,2021,Anxiety,lifetime prevalence %,16.02
Australian Capital Territory,Male,12-14,2021,Depression,12-month prevalence %,8.35
Australian Capital Territory,Male,12-14,2021,Depression,lifetime prevalence %,15.32
Australian Capital Territory,Male,12-14,2021,ADHD,12-month prevalence %,5.93
Australian Capital Territory,Male,12-14,2021,ADHD,lifetime prevalence %,8.71
Australian Capital Territory,Male,12-14,2021,Substance use,12-month prevalence %,4.08
Australian Capital Territory,Male,12-14,2021,Substance use,lifetime prevalence %,7.35
Australian Capital Territory,Male,12-14,2022,Anxiety,12-month prevalence %,8.17
Australian Capital Territory,Male,12-14,2022,Anxiety,lifetime prevalence %,15.02
Australian Capital Territory,Male,12-14,2022,Depression,12-month prevalence %,7.26
Australian Capital Territory,Male,12-14,2022,Depression,lifetime prevalence %,11.53
Australian Capital Territory,Male,12-14,2022,ADHD,12-month prevalence %,6.48
Australian Capital Territory,Male,12-14,2022,ADHD,lifetime prevalence %,10.33
Australian Capital Territory,Male,12-14,2022,Substance use,12-month prevalence %,4.03
Australian Capital Territory,Male,12-14,2022,Substance use,lifetime prevalence %,7.2
Australian Capital Territory,Male,12-14,2023,Anxiety,12-month prevalence %,8.87
Australian Capital Territory,Male,12-14,2023,Anxiety,lifetime prevalence %,14.51
Australian Capital Territory,Male,12-14,2023,Depression,12-month prevalence %,6.6
Australian Capital Territory,Male,12-14,2023,Depression,lifetime prevalence %,10.18
Australian Capital Territory,Male,12-14,2023,ADHD,12-month prevalence %,5.31
Australian Capital Territory,Male,12-14,2023,ADHD,lifetime prevalence %,8.59
Australian Capital Territory,Male,12-14,2023,Substance use,12-month prevalence %,3.31
Australian Capital Territory,Male,12-14,2023,Substance use,lifetime prevalence %,5.39
Australian Capital Territory,Male,12-14,2024,Anxiety,12-month prevalence %,8.88
Australian Capital Territory,Male,12-14,2024,Anxiety,lifetime prevalence %,16.08
Australian Capital Territory,Male,12-14,2024,Depression,12-month prevalence %,7.3
Australian Capital Territory,Male,12-14,2024,Depression,lifetime prevalence %,11.43
Australian Capital Territory,Male,12-14,2024,ADHD,12-month prevalence %,5.96
Australian Capital Territory,Male,12-14,2024,ADHD,lifetime prevalence %,9.39
Australian Capital Territory,Male,12-14,2024,Substance use,12-month prevalence %,3.9
Australian Capital Territory,Male,12-14,2024,Substance use,lifetime prevalence %,6.48
Australian Capital Territory,Male,15-17,2019,Anxiety,12-month prevalence %,14.62
Australian Capital Territory,Male,15-17,2019,Anxiety,lifetime prevalence %,23.61
Australian Capital Territory,Male,15-17,2019,Depression,12-month prevalence %,8.44
Australian Capital Territory,Male,15-17,2019,Depression,lifetime prevalence %,15.0
Australian Capital Territory,Male,15-17,2019,ADHD,12-month prevalence %,7.04
Australian Capital Territory,Male,15-17,2019,ADHD,lifetime prevalence %,10.62
Australian Capital Territory,Male,15-17,2019,Substance use,12-month prevalence %,4.88
Australian Capital Territory,Male,15-17,2019,Substance use,lifetime prevalence %,9.53
Australian Capital Territory,Male,15-17,2020,Anxiety,12-month prevalence %,12.42
Australian Capital Territory,Male,15-17,2020,Anxiety,lifetime prevalence %,21.14
Australian Capital Territory,Male,15-17,2020,Depression,12-month prevalence %,7.88
Australian Capital Territory,Male,15-17,2020,Depression,lifetime prevalence %,14.28
Australian Capital Territory,Male,15-17,2020,ADHD,12-month prevalence %,9.19
Australian Capital Territory,Male,15-17,2020,ADHD,lifetime prevalence %,14.24
Australian Capital Territory,Male,15-17,2020,Substance use,12-month prevalence %,4.26
Australian Capital Territory,Male,15-17,2020,Substance use,lifetime prevalence %,6.29
Australian Capital Territory,Male,15-17,2021,Anxiety,12-month prevalence %,14.1
Australian Capital Territory,Male,15-17,2021,Anxiety,lifetime prevalence %,25.41
Australian Capital Territory,Male,15-17,2021,Depression,12-month prevalence %,11.12
Australian Capital Territory,Male,15-17,2021,Depression,lifetime prevalence %,18.05
Australian Capital Territory,Male,15-17,2021,ADHD,12-month prevalence %,7.34
Australian Capital Territory,Male,15-17,2021,ADHD,lifetime prevalence %,13.04
Australian Capital Territory,Male,15-17,2021,Substance use,12-month prevalence %,4.36
Australian Capital Territory,Male,15-17,2021,Substance use,lifetime prevalence %,8.64
Australian Capital Territory,Male,15-17,2022,Anxiety,12-month prevalence %,12.11
Australian Capital Territory,Male,15-17,2022,Anxiety,lifetime prevalence %,19.82
Australian Capital Territory,Male,15-17,2022,Depression,12-month prevalence %,8.49
Australian Capital Territory,Male,15-17,2022,Depression,lifetime prevalence %,15.83
Australian Capital Territory,Male,15-17,2022,ADHD,12-month prevalence %,6.79
Australian Capital Territory,Male,15-17,2022,ADHD,lifetime prevalence %,12.99
Australian Capital Territory,Male,15-17,2022,Substance use,12-month prevalence %,4.11
Australian Capital Territory,Male,15-17,2022,Substance use,lifetime prevalence %,7.92
Australian Capital Territory,Male,15-17,2023,Anxiety,12-month prevalence %,11.75
Australian Capital Territory,Male,15-17,2023,Anxiety,lifetime prevalence %,21.24
Australian Capital Territory,Male,15-17,2023,Depression,12-month prevalence %,11.08
Australian Capital Territory,Male,15-17,2023,Depression,lifetime prevalence %,20.12
Australian Capital Territory,Male,15-17,2023,ADHD,12-month prevalence %,7.15
Australian Capital Territory,Male,15-17,2023,ADHD,lifetime prevalence %,10.85
Australian Capital Territory,Male,15-17,2023,Substance use,12-month prevalence %,5.63
Australian Capital Territory,Male,15-17,2023,Substance use,lifetime prevalence %,9.86
Australian Capital Territory,Male,15-17,2024,Anxiety,12-month prevalence %,11.32
Australian Capital Territory,Male,15-17,2024,Anxiety,lifetime prevalence %,19.18
Australian Capital Territory,Male,15-17,2024,Depression,12-month prevalence %,11.02
Australian Capital Territory,Male,15-17,2024,Depression,lifetime prevalence %,17.49
Australian Capital Territory,Male,15-17,2024,ADHD,12-month prevalence %,8.08
Australian Capital Territory,Male,15-17,2024,ADHD,lifetime prevalence %,12.29
Australian Capital Territory,Male,15-17,2024,Substance use,12-month prevalence %,4.61
Australian Capital Territory,Male,15-17,2024,Substance use,lifetime prevalence %,8.34
Australian Capital Territory,Male,18-21,2019,Anxiety,12-month prevalence %,13.2
Australian Capital Territory,Male,18-21,2019,Anxiety,lifetime prevalence %,23.16
Australian Capital Territory,Male,18-21,2019,Depression,12-month prevalence %,10.12
Australian Capital Territory,Male,18-21,2019,Depression,lifetime prevalence %,17.37
Australian Capital Territory,Male,18-21,2019,ADHD,12-month prevalence %,8.1
Australian Capital Territory,Male,18-21,2019,ADHD,lifetime prevalence %,13.72
Australian Capital Territory,Male,18-21,2019,Substance use,12-month prevalence %,5.04
Australian Capital Territory,Male,18-21,2019,Substance use,lifetime prevalence %,7.8
Australian Capital Territory,Male,18-21,2020,Anxiety,12-month prevalence %,11.9
Australian Capital Territory,Male,18-21,2020,Anxiety,lifetime prevalence %,20.79
Australian Capital Territory,Male,18-21,2020,Depression,12-month prevalence %,9.25
Australian Capital Territory,Male,18-21,2020,Depression,lifetime prevalence %,14.31
Australian Capital Territory,Male,18-21,2020,ADHD,12-month prevalence %,9.87
Australian Capital Territory,Male,18-21,2020,ADHD,lifetime prevalence %,15.76
Australian Capital Territory,Male,18-21,2020,Substance use,12-month prevalence %,4.45
Australian Capital Territory,Male,18-21,2020,Substance use,lifetime prevalence %,7.83
Australian Capital Territory,Male,18-21,2021,Anxiety,12-month prevalence %,13.19
Australian Capital Territory,Male,18-21,2021,Anxiety,lifetime prevalence %,23.11
Australian Capital Territory,Male,18-21,2021,Depression,12-month prevalence %,10.64
Australian Capital Territory,Male,18-21,2021,Depression,lifetime prevalence %,18.3
Australian Capital Territory,Male,18-21,2021,ADHD,12-month prevalence %,8.95
Australian Capital Territory,Male,18-21,2021,ADHD,lifetime prevalence %,14.2
Australian Capital Territory,Male,18-21,2021,Substance use,12-month prevalence %,5.7
Australian Capital Territory,Male,18-21,2021,Substance use,lifetime prevalence %,9.4
Australian Capital Territory,Male,18-21,2022,Anxiety,12-month prevalence %,14.74
Australian Capital Territory,Male,18-21,2022,Anxiety,lifetime prevalence %,25.16
Australian Capital Territory,Male,18-21,2022,Depression,12-month prevalence %,8.92
Australian Capital Territory,Male,18-21,2022,Depression,lifetime prevalence %,14.36
Australian Capital Territory,Male,18-21,2022,ADHD,12-month prevalence %,8.14
Australian Capital Territory,Male,18-21,2022,ADHD,lifetime prevalence %,12.34
Australian Capital Territory,Male,18-21,2022,Substance use,12-month prevalence %,5.27
Australian Capital Territory,Male,18-21,2022,Substance use,lifetime prevalence %,7.7
Australian Capital Territory,Male,18-21,2023,Anxiety,12-month prevalence %,13.75
Australian Capital Territory,Male,18-21,2023,Anxiety,lifetime prevalence %,24.83
Australian Capital Territory,Male,18-21,2023,Depression,12-month prevalence %,11.94
Australian Capital Territory,Male,18-21,2023,Depression,lifetime prevalence %,20.73
Australian Capital Territory,Male,18-21,2023,ADHD,12-month prevalence %,7.13
Australian Capital Territory,Male,18-21,2023,ADHD,lifetime prevalence %,11.88
Australian Capital Territory,Male,18-21,2023,Substance use,12-month prevalence %,4.88
Australian Capital Territory,Male,18-21,2023,Substance use,lifetime prevalence %,7.4
Australian Capital Territory,Male,18-21,2024,Anxiety,12-month prevalence %,15.39
Australian Capital Territory,Male,18-21,2024,Anxiety,lifetime prevalence %,25.74
Australian Capital Territory,Male,18-21,2024,Depression,12-month prevalence %,9.51
Australian Capital Territory,Male,18-21,2024,Depression,lifetime prevalence %,16.97
Australian Capital Territory,Male,18-21,2024,ADHD,12-month prevalence %,7.48
Australian Capital Territory,Male,18-21,2024,ADHD,lifetime prevalence %,13.27
Australian Capital Territory,Male,18-21,2024,Substance use,12-month prevalence %,4.84
Australian Capital Territory,Male,18-21,2024,Substance use,lifetime prevalence %,8.51
Australian Capital Territory,Male,22-24,2019,Anxiety,12-month prevalence %,11.17
Australian Capital Territory,Male,22-24,2019,Anxiety,lifetime prevalence %,20.15
Australian Capital Territory,Male,22-24,2019,Depression,12-month prevalence %,7.89
Australian Capital Territory,Male,22-24,2019,Depression,lifetime prevalence %,14.61
Australian Capital Territory,Male,22-24,2019,ADHD,12-month prevalence %,6.07
Australian Capital Territory,Male,22-24,2019,ADHD,lifetime prevalence %,8.96
Australian Capital Territory,Male,22-24,2019,Substance use,12-month prevalence %,5.18
Australian Capital Territory,Male,22-24,2019,Substance use,lifetime prevalence %,8.5
Australian Capital Territory,Male,22-24,2020,Anxiety,12-month prevalence %,11.68
Australian Capital Territory,Male,22-24,2020,Anxiety,lifetime prevalence %,18.75
Australian Capital Territory,Male,22-24,2020,Depression,12-month prevalence %,10.19
Australian Capital Territory,Male,22-24,2020,Depression,lifetime prevalence %,17.28
Australian Capital Territory,Male,22-24,2020,ADHD,12-month prevalence %,7.89
Australian Capital Territory,Male,22-24,2020,ADHD,lifetime prevalence %,13.84
Australian Capital Territory,Male,22-24,2020,Substance use,12-month prevalence %,3.92
Australian Capital Territory,Male,22-24,2020,Substance use,lifetime prevalence %,7.07
Australian Capital Territory,Male,22-24,2021,Anxiety,12-month prevalence %,10.49
Australian Capital Territory,Male,22-24,2021,Anxiety,lifetime prevalence %,18.3
Australian Capital Territory,Male,22-24,2021,Depression,12-month prevalence %,8.87
Australian Capital Territory,Male,22-24,2021,Depression,lifetime prevalence %,13.78
Australian Capital Territory,Male,22-24,2021,ADHD,12-month prevalence %,6.7
Australian Capital Territory,Male,22-24,2021,ADHD,lifetime prevalence %,10.32
Australian Capital Territory,Male,22-24,2021,Substance use,12-month prevalence %,4.09
Australian Capital Territory,Male,22-24,2021,Substance use,lifetime prevalence %,7.85
Australian Capital Territory,Male,22-24,2022,Anxiety,12-month prevalence %,9.5
Australian Capital Territory,Male,22-24,2022,Anxiety,lifetime prevalence %,15.3
Australian Capital Territory,Male,22-24,2022,Depression,12-month prevalence %,9.9
